"net_tfa","age","inc","fsize","educ","db","marr","twoearn","e401","p401","pira","hown"
400,25,26535,2,14,0,1,0,0,0,0,0
56600,35,102705,2,16,1,1,1,1,1,0,1
39966,56,27621,2,12,0,1,1,0,0,0,1
179000,47,94200,4,18,1,1,0,1,1,1,1
-775,44,23100,1,12,0,0,0,0,0,0,0
800,36,4458,3,12,0,1,1,0,0,0,0
12049,43,32712,4,14,1,1,1,1,1,0,1
4000,31,27708,3,13,0,1,0,0,0,1,0
-9988,40,22689,8,14,0,0,0,0,0,0,0
8513,33,79500,4,16,0,1,0,0,0,0,1
350,34,28980,6,12,0,1,0,1,0,0,1
-460,46,7767,5,12,0,1,0,0,0,0,1
22137,39,39105,2,16,0,1,1,0,0,1,1
-3775,41,32703,1,18,0,0,0,0,0,0,1
28080,61,48900,1,12,1,0,0,1,1,1,1
176000,57,66960,4,15,0,1,0,0,0,1,1
3400,43,38496,4,16,1,1,1,1,0,0,1
4400,37,19140,4,16,0,1,1,0,0,0,1
2250,25,3150,1,16,0,0,0,0,0,0,0
20000,62,14100,3,12,0,1,0,0,0,0,1
161,28,38478,3,16,0,1,1,1,1,1,0
-1300,38,66300,5,12,1,1,1,0,0,0,1
5600,52,12954,5,12,1,0,0,1,1,0,1
-6600,32,52041,1,16,1,1,0,0,0,0,1
81700,51,56883,2,13,0,0,0,0,0,1,1
76850,50,38400,2,12,0,1,1,0,0,1,1
-275,35,29910,5,12,0,1,1,0,0,0,1
49,63,26823,1,11,1,0,0,0,0,0,0
101010,46,75600,4,18,1,1,1,1,1,1,1
8248,52,28419,3,12,0,1,1,0,0,1,1
-1900,50,31278,5,12,0,1,0,0,0,0,1
-93000,59,27174,3,14,0,1,1,0,0,0,1
-1100,61,17460,3,8,0,1,1,0,0,0,0
181667,50,66876,4,17,0,1,1,1,1,1,1
6800,46,83319,3,12,0,1,1,1,1,0,0
150,25,4980,1,16,0,0,0,0,0,0,0
1825,28,30900,4,12,0,1,1,0,0,1,1
13569,64,13737,1,11,0,0,0,0,0,0,1
0,37,18942,4,14,0,0,0,0,0,0,0
-495,31,10008,4,12,0,0,0,0,0,0,0
-2600,46,13956,3,12,0,0,0,0,0,0,1
999,35,19260,4,12,0,1,0,0,0,0,1
0,52,10599,5,10,0,1,1,0,0,0,0
-4000,57,92160,2,12,0,1,1,0,0,0,0
-4108,44,13728,5,12,1,1,1,0,0,0,1
10699,28,19011,3,8,0,1,0,0,0,0,1
11500,44,46800,3,18,0,1,1,0,0,1,1
300,27,36393,3,12,0,1,0,0,0,0,0
-576,50,30498,1,13,0,0,0,0,0,0,0
-1500,28,9240,4,12,0,1,0,0,0,0,1
0,47,21420,1,13,0,0,0,0,0,0,1
3550,57,34410,3,15,0,1,1,0,0,0,1
-2171,31,26175,5,13,0,1,1,0,0,0,0
-400,33,90306,4,17,1,1,1,0,0,0,1
4700,56,48690,3,12,1,1,1,0,0,1,1
5800,48,27276,4,16,1,1,1,0,0,0,1
0,45,19176,4,12,0,1,0,1,0,0,1
1000,41,46791,3,18,1,1,1,0,0,0,1
-1431,25,26796,6,10,0,1,1,0,0,0,0
11055,48,21420,3,12,0,0,0,1,1,0,1
-11400,33,34671,1,16,0,0,0,1,1,0,0
2075,38,27684,3,12,0,0,0,1,0,0,1
72607,55,36552,5,14,0,1,0,0,0,1,1
5000,35,37167,2,16,1,1,0,0,0,0,0
-14600,32,7530,1,18,0,0,0,0,0,0,0
18175,50,51732,4,13,1,1,1,1,1,1,1
-5380,34,16704,6,6,1,1,1,1,1,0,1
-24800,56,31548,6,14,0,1,1,0,0,0,1
0,27,11454,5,10,0,1,0,0,0,0,0
-10200,25,61830,2,16,0,1,1,0,0,0,0
5000,33,11112,1,14,0,0,0,1,1,0,0
-550,31,17679,3,14,1,0,0,0,0,0,0
19499,49,21090,1,13,0,0,0,0,0,1,0
-7450,57,23394,1,9,1,0,0,0,0,0,1
11638,27,36474,4,14,0,1,0,1,0,0,0
-1490,26,11460,4,9,0,1,1,0,0,0,0
6500,26,45312,1,16,0,0,0,1,1,0,1
20299,55,31098,1,13,0,0,0,0,0,0,1
33000,47,33687,4,16,0,1,0,0,0,1,1
-4146,32,17034,7,12,0,1,0,0,0,0,0
5499,64,18090,1,9,1,0,0,0,0,1,0
-7500,27,43518,3,12,0,1,1,0,0,0,0
0,48,7113,1,16,0,0,0,0,0,0,0
-2720,34,42600,4,12,0,1,1,0,0,0,1
40,44,17850,1,12,0,0,0,0,0,0,1
-440,44,41556,4,16,1,1,1,0,0,0,1
20,34,12000,5,12,0,0,0,0,0,0,0
24100,40,24660,2,17,0,0,0,0,0,1,1
-2425,33,5868,3,15,0,0,0,0,0,0,0
-5300,54,40320,6,12,1,1,1,0,0,0,1
10200,46,61086,3,14,0,1,0,1,1,0,1
5000,39,39120,7,6,0,1,1,1,1,0,1
-9250,39,19833,1,14,1,0,0,1,1,0,0
18500,35,60300,2,16,1,1,1,1,1,1,1
-295,42,12213,5,12,0,1,1,0,0,0,0
-2985,42,33903,3,18,0,0,0,1,0,0,1
-750,28,31926,2,12,0,1,1,1,1,0,0
1999,30,24600,1,7,0,0,0,0,0,0,0
2500,39,57330,4,12,0,1,1,1,0,0,1
-550,48,89376,6,13,0,1,1,1,1,1,1
67606,58,95340,4,18,1,1,1,1,1,1,1
57000,29,58878,3,1,0,1,0,0,0,0,1
111200,47,60960,2,11,0,1,1,0,0,1,1
-8550,30,10560,5,12,0,1,0,0,0,0,1
7000,30,20640,4,12,0,1,0,1,0,0,1
600,27,15444,7,12,0,1,0,0,0,0,0
24200,55,47328,5,10,1,1,1,1,1,0,0
0,45,10200,2,10,0,0,0,0,0,0,0
583,44,24678,3,12,1,0,0,1,0,0,0
142500,46,83085,2,18,0,0,0,0,0,1,1
964,26,22305,4,12,0,1,1,0,0,0,0
-1228,31,21450,5,14,1,1,1,0,0,0,1
0,25,5820,4,12,0,1,0,0,0,0,0
8009,62,21924,2,12,0,1,0,1,1,1,1
6672,57,27180,2,14,0,0,0,0,0,0,1
45500,59,21921,2,11,0,1,0,0,0,0,1
40000,49,64215,4,16,0,1,1,1,1,1,1
19444,62,64662,2,13,1,1,1,1,1,1,1
-1551,52,16590,2,12,0,0,0,0,0,0,1
13400,45,32973,1,17,1,0,0,1,1,0,0
9279,37,32370,4,16,0,1,1,0,0,0,1
82395,52,21492,2,12,0,0,0,0,0,1,1
62529,46,132492,4,16,0,1,1,0,0,1,1
300,41,10044,6,8,0,1,0,0,0,0,0
6050,32,39996,5,13,0,1,0,1,1,1,1
100,33,19200,1,17,0,0,0,0,0,0,0
1000,51,13005,5,14,0,0,0,1,1,0,0
-8000,34,35625,5,12,0,1,1,0,0,0,1
5899,43,34608,4,12,0,1,0,0,0,0,0
0,28,12960,1,12,0,0,0,0,0,0,0
-1500,38,11400,2,12,0,0,0,0,0,0,0
77786,31,75282,1,12,0,0,0,1,1,0,0
0,61,16200,2,10,0,1,1,0,0,0,0
7000,26,21975,2,16,0,1,0,0,0,0,0
50500,44,90483,6,15,0,1,0,0,0,1,1
24100,61,28500,2,13,0,1,1,0,0,1,1
14851,27,55683,2,17,0,1,0,0,0,0,0
2425,41,51981,4,12,0,1,1,1,0,0,1
1792,47,21240,1,14,0,0,0,0,0,0,1
-50,29,35706,5,12,1,1,1,1,1,0,0
39150,44,81000,2,12,0,1,1,1,1,1,1
-2667,44,38862,3,14,1,1,1,1,1,0,1
0,30,11220,3,3,0,0,0,0,0,0,0
1750,52,28776,5,12,0,1,1,0,0,0,1
40,33,18834,6,12,0,1,0,0,0,0,0
-850,35,31443,4,12,0,1,1,0,0,0,0
-1170,27,24564,1,16,0,0,0,0,0,0,0
7455,40,68850,2,15,1,1,1,0,0,0,1
100,59,23004,4,16,0,1,0,0,0,0,1
1500,51,19866,3,12,1,0,0,1,1,0,0
9800,50,28650,2,16,1,0,0,0,0,0,1
749,48,26055,7,11,0,1,1,0,0,0,1
152290,51,52410,1,16,1,0,0,1,1,1,1
23500,41,91902,5,18,0,1,1,1,1,1,1
8947,46,47139,4,12,1,1,1,1,0,0,1
18799,57,32100,2,12,0,1,1,1,1,0,1
3300,49,20082,4,16,0,1,0,0,0,1,1
7460,57,27036,1,13,1,0,0,1,1,0,0
-1021,41,57795,4,18,0,1,0,0,0,0,1
300,32,9600,2,11,0,0,0,0,0,0,0
-1691,63,10146,2,12,0,1,0,0,0,0,1
-5501,33,63660,2,13,0,1,1,1,0,0,0
22100,35,53010,2,18,0,0,0,0,0,1,1
8699,35,9933,2,12,1,1,1,0,0,0,1
310,43,23490,1,14,0,0,0,0,0,0,1
-980,34,18573,5,13,0,1,0,0,0,0,0
24499,37,29400,3,12,0,1,1,1,1,1,1
-725,30,24510,2,12,0,1,1,0,0,0,0
25200,30,40950,1,18,0,0,0,0,0,0,0
16300,25,40806,1,16,1,0,0,0,0,1,1
6799,34,12360,1,16,0,0,0,0,0,0,0
5200,59,6876,1,12,0,0,0,0,0,0,0
52450,52,92724,2,14,0,1,1,0,0,1,1
-700,30,46302,3,13,1,1,1,1,1,0,1
21068,33,26526,1,12,1,0,0,1,1,1,1
-1400,35,30000,6,12,0,1,1,0,0,0,0
10161,27,36432,1,16,1,0,0,1,0,1,0
-800,42,15384,7,13,0,1,1,0,0,0,1
2000,54,40665,2,12,0,1,0,0,0,0,1
-2480,34,16647,4,12,0,0,0,0,0,0,1
9700,39,46029,2,10,0,1,1,1,1,1,1
5000,31,28635,1,12,1,0,0,1,0,0,1
63700,41,47238,1,18,1,0,0,1,1,1,1
358400,61,179373,2,12,0,1,0,0,0,1,1
29800,34,50442,1,17,1,0,0,1,1,1,1
-985,43,14010,2,12,0,1,1,1,1,0,1
-50,42,14928,4,12,1,0,0,0,0,0,1
4600,59,58716,2,12,0,1,1,1,1,1,1
3000,38,6966,3,14,1,0,0,0,0,0,1
4600,29,36801,3,16,0,1,0,1,1,0,1
43848,40,50364,4,12,1,1,1,0,0,1,1
-7751,34,36051,5,12,0,1,0,0,0,0,0
1749,27,10941,1,12,0,0,0,0,0,0,1
1000,40,16218,1,16,0,0,0,0,0,0,0
3338,34,27876,5,14,0,1,0,0,0,1,1
-295,32,25500,3,10,0,1,0,0,0,0,1
-1,41,30654,3,12,0,1,1,1,0,0,1
550,31,20526,3,12,0,1,0,0,0,0,1
0,58,11433,2,12,0,1,0,0,0,0,0
9918,39,23046,1,14,0,0,0,0,0,1,1
-6700,32,54000,2,12,0,1,1,0,0,0,1
55023,64,53379,4,16,0,1,0,0,0,1,1
54244,38,65151,3,15,0,1,1,1,1,1,1
21200,49,63012,4,13,0,1,0,1,1,1,1
0,40,10200,1,11,0,0,0,0,0,0,0
-40,46,20796,4,11,0,1,0,1,0,0,1
0,40,8031,2,12,0,0,0,0,0,0,0
10974,59,29415,8,12,1,1,0,0,0,1,1
33249,49,87660,2,14,1,1,1,0,0,1,1
36145,35,36882,3,12,0,1,1,1,1,0,1
-17100,35,26550,2,12,1,0,0,0,0,0,1
82200,25,28209,1,16,0,0,0,0,0,1,0
-800,28,21600,4,12,0,1,0,0,0,0,0
2913,28,21600,3,12,0,1,1,0,0,1,1
21800,32,54144,1,16,0,0,0,1,1,1,0
2225,60,22986,2,12,0,1,1,0,0,1,1
-150,64,23832,4,8,0,1,1,0,0,0,1
11700,40,52350,2,12,0,1,1,0,0,1,1
50100,42,52416,4,13,1,1,1,1,1,1,1
35077,35,69789,3,14,1,1,1,1,1,0,1
14006,37,33174,4,15,0,1,1,1,1,0,1
144500,53,104235,2,12,0,1,1,0,0,1,1
66700,58,100329,3,15,0,1,1,0,0,0,1
6975,28,21534,3,13,0,1,1,1,0,0,0
29338,47,51654,4,13,0,1,0,0,0,1,1
105151,41,39780,2,12,0,1,1,1,1,1,0
-300,47,26316,5,12,1,1,0,0,0,0,1
4800,60,16140,6,12,0,1,0,0,0,0,1
2998,36,46422,3,13,0,1,1,0,0,0,0
7300,38,13740,3,18,0,0,0,0,0,0,0
39323,56,20208,2,12,1,1,0,1,0,1,1
61366,44,61581,4,15,0,1,1,0,0,1,1
11654,29,44952,4,13,0,1,0,0,0,0,0
-1900,29,26784,5,13,0,1,1,0,0,0,1
800,31,28089,1,12,0,0,0,0,0,0,0
4799,49,76896,4,16,1,1,1,1,1,0,1
199,44,22692,1,12,1,0,0,0,0,0,0
-6831,44,21288,3,12,0,0,0,0,0,0,0
-8950,29,29997,4,12,0,1,0,1,1,0,0
1006499,40,82251,5,18,0,1,0,0,0,0,1
10329,64,37242,2,14,0,1,0,1,1,0,1
800,37,18048,1,14,0,0,0,0,0,0,0
10423,45,39060,2,15,1,0,0,1,1,0,0
108470,53,41238,2,12,0,1,0,1,1,1,1
0,28,23388,1,11,1,0,0,0,0,0,0
-3150,32,6315,6,10,0,1,1,0,0,0,0
0,34,4815,1,12,0,0,0,0,0,0,0
-17000,52,23760,1,13,1,0,0,0,0,0,0
1200,50,31296,3,12,0,1,0,0,0,0,1
27500,44,44205,4,12,0,1,1,0,0,0,0
-2450,29,23274,3,12,0,0,0,0,0,0,0
-3452,41,23661,4,12,1,1,1,1,0,0,1
-4400,52,25128,4,12,0,1,0,1,0,0,0
34000,30,62652,1,16,1,0,0,1,1,0,1
73000,48,66450,2,12,1,1,1,0,0,1,1
-4300,53,12882,2,12,0,0,0,0,0,0,1
-36000,30,64995,1,16,0,0,0,1,1,1,0
-300,33,33006,3,15,1,1,1,0,0,0,1
74000,46,65880,3,17,0,1,0,1,1,1,1
72000,38,102396,1,16,1,0,0,1,1,1,1
-1980,28,18525,5,12,0,1,0,0,0,0,1
100,41,19200,5,9,0,1,0,1,1,0,1
15000,41,9798,1,16,0,0,0,0,0,1,1
-3400,54,6711,2,10,0,0,0,0,0,0,0
30000,43,110820,5,12,0,1,1,0,0,1,1
7500,40,32880,5,12,0,1,0,0,0,0,1
44000,50,52110,2,17,1,0,0,1,1,1,1
3500,41,40050,2,18,1,0,0,1,0,0,1
4000,39,7143,6,8,0,1,1,0,0,0,0
-5371,60,5436,2,6,0,0,0,0,0,0,0
14825,52,37356,3,13,0,1,1,1,1,0,1
1934,34,30543,3,14,1,0,0,1,1,0,1
-136,38,20820,5,16,0,1,0,0,0,0,0
-780,31,18813,3,14,0,1,1,0,0,0,0
13828,62,31692,2,8,0,1,0,0,0,1,1
164000,54,51804,3,12,0,1,0,1,1,1,1
32055,61,48033,2,18,1,0,0,0,0,1,1
9249,57,16305,3,13,1,1,0,0,0,0,1
-7000,30,45150,1,18,0,0,0,0,0,1,1
7609,41,50610,3,14,1,1,1,1,1,0,1
20240,33,46002,7,16,0,1,0,1,1,1,1
0,37,25920,5,14,0,1,0,1,0,0,0
0,31,12588,6,12,0,1,1,0,0,0,0
-1008,29,15312,3,12,0,1,0,0,0,0,1
-690,45,33084,2,10,0,0,0,0,0,0,1
-95,27,15600,3,13,1,0,0,0,0,0,0
-1694,38,51432,3,14,1,0,0,0,0,0,1
39574,60,30780,5,13,0,1,1,0,0,1,1
-3500,31,35739,3,12,0,0,0,0,0,0,0
61999,61,28650,2,12,0,0,0,0,0,1,1
110100,51,58959,1,14,0,0,0,0,0,1,0
549,39,39366,2,1,0,1,1,0,0,0,1
20200,27,9240,1,16,0,0,0,0,0,1,1
1098,48,28296,2,15,1,1,0,0,0,0,1
39499,63,12294,2,16,0,1,0,0,0,1,1
2300,45,13770,8,12,0,0,0,1,1,0,0
1140,36,34488,5,11,0,1,1,0,0,0,1
-970,28,28728,5,12,1,1,1,0,0,0,0
29200,57,66840,4,14,1,1,1,1,0,1,1
-3000,26,3450,1,8,0,1,0,0,0,0,0
2499,31,36771,1,14,0,0,0,0,0,0,0
4000,30,28659,3,17,1,1,1,1,0,0,0
1704,64,28830,1,18,0,0,0,0,0,0,1
-13950,37,27330,4,13,0,1,0,0,0,0,0
915,45,25527,2,14,0,0,0,0,0,1,1
3700,33,57780,4,15,0,1,1,1,1,0,1
2186,40,33696,4,13,0,1,0,0,0,0,1
-5490,42,30000,3,18,1,0,0,0,0,0,0
-450,30,16413,3,14,0,1,1,0,0,0,0
110000,39,46791,4,16,0,1,0,0,0,1,0
11900,55,56598,4,17,0,1,1,0,0,0,1
-5800,38,44400,1,16,0,0,0,0,0,0,1
4000,25,34170,1,16,0,0,0,0,0,0,0
634,26,12660,1,12,0,0,0,0,0,0,0
107954,55,52527,2,17,1,1,1,1,1,1,1
30725,48,34701,2,18,0,0,0,1,1,1,1
11886,40,68388,4,14,1,1,1,1,1,0,1
4339,38,28131,3,16,0,0,0,1,0,0,0
31900,41,58200,6,16,0,1,1,1,1,1,1
-1200,31,16386,3,12,0,1,1,0,0,0,0
1730,26,20724,1,13,1,0,0,1,0,0,0
710,31,39891,2,15,0,1,0,0,0,0,0
182010,41,74532,2,18,0,1,1,1,1,1,1
-3970,45,64791,4,14,1,1,1,0,0,0,0
500,26,26736,4,12,0,1,1,0,0,0,1
104766,62,45432,3,12,0,1,0,0,0,1,1
6215,25,16938,3,12,0,1,0,0,0,0,1
14099,54,28047,1,18,1,0,0,1,1,0,1
900,30,36402,5,11,0,1,1,1,0,0,1
49,52,13773,3,10,0,0,0,0,0,0,0
0,45,13428,1,15,0,0,0,0,0,0,0
9034,39,17592,1,14,1,0,0,1,1,0,0
0,27,5943,1,7,0,0,0,0,0,0,1
550,46,32895,1,11,1,0,0,0,0,0,1
7799,25,46506,2,14,0,1,1,0,0,0,0
13500,31,30576,1,18,1,0,0,1,1,0,0
0,25,17850,1,12,0,0,0,0,0,0,0
2700,40,47355,4,14,0,1,1,0,0,0,1
4500,42,94455,5,18,1,1,1,0,0,1,1
20248,50,11451,3,12,0,1,0,0,0,0,1
28900,35,52572,2,16,0,1,1,1,1,1,1
384,28,29421,2,14,0,1,1,0,0,0,0
7700,28,72648,2,17,0,1,1,1,0,0,1
-1067,59,6684,5,12,0,1,1,0,0,0,0
31847,29,52236,4,17,1,1,1,1,0,1,1
-3475,37,33366,2,14,0,0,0,0,0,0,0
12700,57,26940,3,12,1,1,0,1,0,0,1
11535,64,26733,2,13,0,1,0,0,0,0,0
-2600,46,59736,3,12,0,1,1,0,0,0,1
-6415,31,52350,4,14,1,1,1,0,0,0,0
139629,54,102435,2,12,0,1,0,1,1,1,1
699,35,22113,1,13,1,0,0,0,0,1,1
11000,57,26010,4,12,1,1,1,0,0,1,1
8000,29,168,2,12,0,0,0,1,1,0,1
46992,37,51798,3,15,0,1,1,0,0,1,1
115100,44,106272,4,14,0,1,1,1,1,1,1
-675,25,40323,3,12,0,1,1,0,0,0,0
10847,30,35046,1,14,0,0,0,1,1,0,0
-7300,42,45273,4,15,0,1,1,1,0,0,1
-2501,52,11910,1,12,1,0,0,0,0,0,1
12175,36,39579,4,12,0,1,1,0,0,0,1
16500,31,25560,3,16,0,1,0,0,0,0,0
45418,48,45702,4,12,0,1,1,1,1,1,1
19550,29,37650,2,16,0,1,1,0,0,1,1
-6,35,16347,4,14,1,1,1,1,1,0,1
7179,28,13428,2,12,0,1,0,0,0,0,0
3899,34,19713,3,12,0,1,0,0,0,0,0
8400,35,47040,4,18,0,1,1,0,0,0,0
-2085,40,9000,6,13,0,1,0,0,0,0,1
-4200,26,73212,2,12,0,1,1,1,0,0,1
-292,27,17400,4,12,0,1,0,1,1,0,0
-5650,49,16092,3,11,0,1,0,0,0,0,1
0,31,21420,4,8,0,1,0,0,0,0,0
3971,31,34710,4,13,0,1,1,1,0,1,0
103300,43,58050,2,15,1,1,1,1,1,1,1
1560,35,16395,1,15,1,0,0,1,0,0,0
-4400,31,21180,3,12,0,0,0,0,0,0,1
-1000,43,19104,3,8,0,0,0,1,1,0,1
-107,45,67989,2,12,1,1,1,1,0,0,1
5000,41,31635,2,13,0,0,0,0,0,0,1
-216,47,11100,4,12,0,1,1,0,0,0,0
20849,45,54708,1,12,1,0,0,1,1,0,1
23799,48,89940,5,14,0,1,1,1,1,1,1
-14000,29,16020,4,10,0,1,1,0,0,0,1
115500,62,61680,2,12,0,1,0,0,0,1,1
110350,50,99084,2,14,1,1,1,1,1,1,1
0,45,11250,1,12,0,1,0,0,0,0,0
15999,61,24180,2,8,1,0,0,1,1,0,1
28499,61,25992,4,16,0,0,0,0,0,1,1
6,49,5610,2,12,1,0,0,0,0,0,0
1200,27,18030,2,12,0,0,0,1,1,0,0
8500,41,50064,5,18,0,1,1,1,0,1,1
-33900,43,42024,2,16,0,1,1,0,0,0,0
-928,36,8316,3,11,0,0,0,0,0,0,1
-22491,64,15393,3,10,1,1,0,0,0,0,1
715,33,43572,4,12,1,1,1,1,1,0,0
50,59,30000,3,12,0,1,0,1,0,0,1
0,30,5214,3,12,0,0,0,0,0,0,0
8300,40,40194,3,12,1,1,1,0,0,1,0
-11010,25,34200,3,13,0,1,1,1,1,0,1
131663,61,38076,2,11,1,0,0,1,1,1,1
108800,56,108621,4,13,0,1,0,1,0,1,1
10571,40,63225,6,12,0,1,0,0,0,1,1
-5675,32,22425,4,13,0,1,0,1,0,0,0
-22913,48,54504,3,12,0,1,0,0,0,0,0
91999,41,40296,4,12,0,1,0,1,1,1,1
43300,53,60282,3,13,1,1,1,1,1,1,1
3000,51,21969,1,14,0,0,0,0,0,0,0
15,28,18360,1,16,0,0,0,0,0,0,0
4350,30,27753,1,14,0,0,0,1,1,0,1
-10397,33,9150,9,10,0,1,0,0,0,0,0
26000,47,55557,3,12,0,1,1,0,0,0,1
0,49,14100,2,14,0,0,0,0,0,0,0
-4100,26,28080,4,14,0,1,1,0,0,0,1
2000,27,31308,1,12,0,0,0,0,0,0,0
1500,39,13566,2,12,0,0,0,0,0,0,0
52025,41,43992,3,14,0,1,1,1,1,1,1
24999,48,44376,1,12,0,0,0,0,0,0,1
-5250,48,49656,3,12,0,1,1,0,0,0,0
7055,37,26391,1,17,0,0,0,0,0,1,0
2750,30,30120,1,18,0,0,0,1,1,0,1
16783,28,56217,4,16,0,1,1,1,1,0,1
4550,34,48501,4,16,0,1,1,1,1,1,0
70050,45,23640,3,9,1,1,1,1,1,0,1
-3530,31,44853,4,16,0,1,1,0,0,0,1
14700,46,35709,2,17,0,1,0,0,0,1,1
-28200,33,6855,3,12,0,0,0,0,0,0,0
10004,57,23400,1,16,1,0,0,1,0,0,0
-5000,36,28527,3,15,0,1,1,0,0,0,1
2608,53,20406,3,12,0,1,0,0,0,1,1
0,43,12828,5,11,0,0,0,0,0,0,1
201500,61,45135,3,12,1,1,0,0,0,0,1
16600,25,27492,5,12,0,1,1,0,0,1,1
8699,44,54060,7,12,0,1,1,1,0,0,1
4077,30,25440,3,12,1,0,0,0,0,0,1
53948,55,46155,5,10,0,1,1,1,1,1,1
15499,38,93630,4,18,1,1,1,0,0,0,1
-3800,41,19140,2,17,0,0,0,1,0,0,1
-7300,27,58362,2,18,0,1,1,1,1,0,0
-4564,33,20196,4,12,0,1,0,1,1,0,1
6550,52,51570,3,14,1,1,1,1,1,0,1
54000,38,80613,4,18,0,1,1,0,0,1,1
12300,44,51612,4,14,0,1,1,1,1,0,1
-3413,45,8880,3,6,0,1,0,0,0,0,0
96600,47,60300,4,12,0,1,1,1,1,0,1
-4500,29,18000,1,12,0,0,0,0,0,0,0
27500,36,9315,1,18,0,0,0,1,1,1,0
0,46,7668,2,8,0,0,0,0,0,0,1
200,26,19548,1,12,1,0,0,1,0,0,0
-370,46,57513,4,12,0,1,1,0,0,0,1
200,63,14754,5,1,0,0,0,0,0,0,1
0,38,8160,4,6,0,1,0,0,0,0,1
93300,45,105300,2,14,0,1,1,0,0,1,1
6100,30,18750,4,12,1,0,0,1,1,0,0
-11055,42,55041,4,14,0,1,1,0,0,0,0
4249,26,35325,2,12,0,0,0,0,0,0,1
-1600,32,93120,3,12,0,1,1,1,1,0,1
13000,51,34656,3,16,0,0,0,0,0,0,0
-1300,62,25500,3,9,0,1,0,0,0,0,1
11000,54,66018,2,14,0,1,1,1,1,0,1
90149,36,69636,4,12,1,1,1,1,1,0,1
-5702,40,38922,3,14,0,1,1,1,0,0,0
-800,48,9180,2,12,0,0,0,0,0,0,1
97000,28,60033,2,18,1,1,1,1,1,1,1
-3395,29,29427,4,12,1,0,0,1,0,0,0
1972,26,59139,2,16,1,1,1,1,0,0,1
-4497,35,32400,2,13,0,0,0,1,0,0,0
-6000,30,60870,4,12,0,1,1,0,0,0,1
17519,41,109587,5,14,0,1,1,1,0,1,1
-3000,41,25800,3,10,0,1,1,1,0,0,1
10733,34,44661,5,15,0,1,0,1,1,0,1
26255,56,20979,2,12,0,1,0,0,0,1,1
645,43,12240,3,12,1,0,0,0,0,0,0
250,30,54744,4,13,1,1,1,0,0,0,1
200,32,30186,2,12,0,1,1,0,0,0,1
3000,56,21600,4,6,0,1,1,0,0,0,0
5899,40,67434,4,13,1,1,1,1,1,0,1
8700,44,19500,2,15,0,0,0,1,1,0,0
80020,46,99372,5,12,0,1,0,1,1,1,1
7100,41,72600,4,17,1,1,1,1,1,0,1
680,51,45015,4,13,1,1,1,1,1,0,1
1749,27,86574,1,18,0,0,0,1,1,0,0
-2600,39,16341,2,12,0,0,0,0,0,0,1
22749,35,34854,2,12,1,1,1,1,1,0,1
55200,42,50064,3,13,0,1,0,1,1,0,1
-350,32,27285,8,12,0,1,1,1,0,0,0
0,31,2160,5,12,0,1,0,0,0,0,0
5000,50,34470,2,12,1,0,0,0,0,0,0
5092,29,36744,1,12,0,0,0,0,0,1,1
-2010,26,27960,3,12,0,1,1,0,0,0,1
-2000,43,19680,1,12,1,0,0,0,0,0,1
11675,62,16845,1,12,0,0,0,0,0,1,1
-2000,29,22539,4,11,0,0,0,0,0,0,0
2900,30,20559,3,14,1,0,0,0,0,0,0
-1502,49,40494,4,16,0,1,1,1,1,0,1
0,37,27675,1,12,0,0,0,0,0,0,0
0,52,6282,2,9,0,0,0,0,0,0,1
15500,25,26730,1,12,0,0,0,1,1,0,1
102132,53,82971,2,13,0,1,1,1,1,1,1
50370,55,14538,1,12,0,0,0,0,0,0,1
-775,36,7317,1,18,0,1,0,0,0,0,0
0,28,5550,1,12,0,0,0,0,0,0,0
55000,36,57543,4,14,0,1,1,1,0,1,1
-700,26,15315,1,12,0,0,0,0,0,1,0
-695,39,31608,1,12,1,0,0,1,0,0,0
-4100,39,43089,4,18,1,1,1,0,0,0,1
8249,63,17733,2,10,0,1,0,0,0,0,1
-2250,27,13482,3,12,0,1,0,0,0,0,0
-3875,41,56334,3,17,1,1,1,0,0,0,1
385000,43,50484,3,12,0,0,0,0,0,1,1
71427,39,66165,4,12,0,1,0,1,1,0,1
1099,34,24300,4,1,1,1,1,1,0,0,0
-3500,50,12240,2,14,0,0,0,0,0,0,0
9750,31,12000,1,12,0,0,0,1,1,0,0
-497,32,23238,3,12,0,1,1,0,0,0,1
4200,42,44760,3,17,1,1,1,1,1,0,1
4325,32,22872,1,15,1,0,0,1,1,0,0
-10500,32,67422,4,12,0,1,1,0,0,0,0
1799,54,53133,3,18,0,1,1,0,0,0,0
1200,40,56037,4,16,1,1,1,1,0,0,1
1199,28,54993,2,16,0,1,1,1,1,0,1
5200,28,38058,1,12,1,0,0,0,0,0,1
4150,47,17010,3,10,0,1,0,0,0,0,1
300,43,27840,3,16,0,0,0,0,0,0,1
5350,43,52803,4,14,1,1,1,0,0,0,1
70700,33,30762,2,13,0,0,0,1,1,0,1
14000,35,75159,3,15,1,1,1,1,1,0,1
-735,25,17853,3,10,0,0,0,0,0,0,0
4510,39,38208,7,12,0,1,1,1,1,1,1
-3998,34,5865,4,16,0,0,0,0,0,0,0
-1005,38,38313,4,16,0,1,1,0,0,0,1
2906,42,26856,1,14,0,0,0,1,1,0,1
-1200,56,37755,2,12,0,1,1,0,0,0,1
-2883,38,9759,7,5,0,1,0,0,0,0,1
-16700,34,64821,3,12,0,1,1,0,0,0,1
